GeoName,GMP,Yr,POP,Region
"Elizabethtown-Fort Knox, KY (MSA)",3805,2003,0.127967983,North East
"Elkhart-Goshen, IN (MSA)",8908,2003,0.186727036,North East
"Elmira, NY (MSA)",2163,2003,0.085349012,North East
"El Paso, TX (MSA)",19781,2003,0.658971284,North East
"Erie, PA (MSA)",7529,2003,0.261923813,North East
"Eugene, OR (MSA)",9199,2003,0.314646326,North East
"Evansville, IN-KY (MSA)",12121,2003,0.275778122,North East
"Fairbanks, AK (MSA)",3646,2003,0.078430529,North East
"Fargo, ND-MN (MSA)",7605,2003,0.171856639,North East
"Farmington, NM (MSA)",3829,2003,0.094263909,North East
"Fayetteville, NC (MSA)",10992,2003,0.310429552,North East
"Fayetteville-Springdale-Rogers, AR-MO (MSA)",13002,2003,0.35748261,North East
"Flagstaff, AZ (MSA)",3375,2003,0.114445575,North East
"Flint, MI (MSA)",12531,2003,0.434636329,North East
"Florence, SC (MSA)",5952,2003,0.184672665,North East
"Florence-Muscle Shoals, AL (MSA)",2972,2003,0.13141139,North East
"Fond du Lac, WI (MSA)",3051,2003,0.093465674,North East
"Fort Collins, CO (MSA)",8897,2003,0.254476289,North East
"Fort Smith, AR-OK (MSA)",7415,2003,0.244590315,North East
"Fort Wayne, IN (MSA)",14855,2003,0.381503929,North East
"Fresno, CA (MSA)",23263,2003,0.794284349,North East
"Gadsden, AL (MSA)",2103,2003,0.096921375,North East
"Gainesville, FL (MSA)",7147,2003,0.225329466,North East
"Gainesville, GA (MSA)",5187,2003,0.145751377,North East
"Gettysburg, PA (MSA)",2044,2003,0.08933176,North East
"Glens Falls, NY (MSA)",2969,2003,0.118277428,North East
"Goldsboro, NC (MSA)",3060,2003,0.107127853,North East
"Grand Forks, ND-MN (MSA)",3043,2003,0.089379075,North East
"Grand Island, NE (MSA)",2381,2003,0.073930324,North East
"Grand Junction, CO (MSA)",3237,2003,0.115052426,North East
"Grand Rapids-Wyoming, MI (MSA)",36864,2003,0.917768317,North East
"Grants Pass, OR (MSA)",1453,2003,0.074627632,North East
"Great Falls, MT (MSA)",2191,2003,0.073172361,North East
"Greeley, CO (MSA)",5353,2003,0.192484718,North East
"Green Bay, WI (MSA)",12165,2003,0.274971181,North East
"Greensboro-High Point, NC (MSA)",27441,2003,0.631248418,North East
"Greenville, NC (MSA)",4383,2003,0.133713658,North East
"Greenville-Anderson-Mauldin, SC (MSA)",25867,2003,0.710885756,North East
"Gulfport-Biloxi-Pascagoula, MS (MSA)",11463,2003,0.338421115,North East
"Hagerstown-Martinsburg, MD-WV (MSA)",5997,2003,0.209180648,North East
"Hammond, LA (MSA)",1969,2003,0.094156465,North East
"Hanford-Corcoran, CA (MSA)",3117,2003,0.129293181,North East
"Harrisburg-Carlisle, PA (MSA)",22465,2003,0.486381744,North East
"Harrisonburg, VA (MSA)",4516,2003,0.108325937,North East
"Hartford-West Hartford-East Hartford, CT (MSA)",58877,2003,1.112418992,North East
"Hattiesburg, MS (MSA)",3455,2003,0.119393185,North East
"Hickory-Lenoir-Morganton, NC (MSA)",10340,2003,0.334227624,South East
"Hilton Head Island-Bluffton-Beaufort, SC (MSA)",6154,2003,0.141182408,South East
"Hinesville, GA (MSA)",2038,2003,0.063498987,South East
"Homosassa Springs, FL (MSA)",2337,2003,0.117084168,South East
"Hot Springs, AR (MSA)",2077,2003,0.08427331,South East
"Houma-Thibodaux, LA (MSA)",5784,2003,0.175087029,South East
"Houston-The Woodlands-Sugar Land, TX (MSA)",248065,2003,4.309452252,South East
"Huntington-Ashland, WV-KY-OH (MSA)",8923,2003,0.325395668,South East
"Huntsville, AL (MSA)",14324,2003,0.347231649,South East
"Idaho Falls, ID (MSA)",3418,2003,0.103228534,South East
"Indianapolis-Carmel-Anderson, IN (MSA)",81853,2003,1.635293883,South East
"Iowa City, IA (MSA)",5336,2003,0.130289342,South East
"Ithaca, NY (MSA)",3097,2003,0.092019254,South East
"Jackson, MI (MSA)",4243,2003,0.153403955,South East
"Jackson, MS (MSA)",18922,2003,0.500926563,South East
"Jackson, TN (MSA)",4166,2003,0.115915415,South East
"Jacksonville, FL (MSA)",46164,2003,1.117285445,South East
"Jacksonville, NC (MSA)",4232,2003,0.134315095,South East
"Janesville-Beloit, WI (MSA)",4642,2003,0.14903522,South East
"Jefferson City, MO (MSA)",4631,2003,0.134547779,South East
"Johnson City, TN (MSA)",4474,2003,0.178510154,South East
"Johnstown, PA (MSA)",3187,2003,0.138252646,South East
"Jonesboro, AR (MSA)",3194,2003,0.104484936,South East
"Joplin, MO (MSA)",4496,2003,0.153772488,South East
"Kahului-Wailuku-Lahaina, HI (MSA)",4979,2003,0.129083273,South East
"Kalamazoo-Portage, MI (MSA)",10741,2003,0.305558716,South East
"Kankakee, IL (MSA)",2577,2003,0.098872007,South East
"Kansas City, MO-KS (MSA)",83281,2003,1.781831019,South East
"Kennewick-Richland, WA (MSA)",7007,2003,0.196919877,South East
"Killeen-Temple, TX (MSA)",9214,2003,0.310465665,South East
"Kingsport-Bristol-Bristol, TN-VA (MSA)",7527,2003,0.28385564,South East
"Kingston, NY (MSA)",3662,2003,0.169442902,South East
"Knoxville, TN (MSA)",25536,2003,0.73301375,South East
"Kokomo, IN (MSA)",4180,2003,0.089023299,South East
"La Crosse-Onalaska, WI-MN (MSA)",4417,2003,0.121416202,South East
"Lafayette, LA (MSA)",14635,2003,0.360930255,South East
"Lafayette-West Lafayette, IN (MSA)",6252,2003,0.175632778,South East
"Lake Charles, LA (MSA)",9393,2003,0.155928883,South East
"Lake Havasu City-Kingman, AZ (MSA)",2855,2003,0.159559604,South East
"Lakeland-Winter Haven, FL (MSA)",12640,2003,0.47806354,South East
"Lancaster, PA (MSA)",15921,2003,0.454107245,South East
"Lansing-East Lansing, MI (MSA)",16603,2003,0.436427201,South East
"Laredo, TX (MSA)",4328,2003,0.191860981,South East
"Las Cruces, NM (MSA)",3674,2003,0.173473724,South East
"Las Vegas-Henderson-Paradise, NV (MSA)",64476,2003,1.479553903,South East
"Lawrence, KS (MSA)",2889,2003,0.097239987,South East
"Lawton, OK (MSA)",3252,2003,0.108111702,South East
"Lebanon, PA (MSA)",2814,2003,0.114567218,South East
"Lewiston, ID-WA (MSA)",1569,2003,0.054285022,South East
"Lewiston-Auburn, ME (MSA)",3124,2003,0.099569721,South East
"Lexington-Fayette, KY (MSA)",18351,2003,0.40916388,South East
"Lima, OH (MSA)",3836,2003,0.101083032,South East
"Lincoln, NE (MSA)",11175,2003,0.263275691,South East
"Little Rock-North Little Rock-Conway, AR (MSA)",24251,2003,0.594853807,South East
"Logan, UT-ID (MSA)",2365,2003,0.10370078,South East
"Longview, TX (MSA)",5884,2003,0.177159546,South East
"Longview, WA (MSA)",2433,2003,0.088280116,South East
"Los Angeles-Long Beach-Anaheim, CA (MSA)",573155,2003,11.96041401,South East
"Louisville/Jefferson County, KY-IN (MSA)",44983,2003,1.094583414,South East
"Lubbock, TX (MSA)",7380,2003,0.251336716,South East
"Lynchburg, VA (MSA)",6508,2003,0.21903608,South East
"Macon, GA (MSA)",7163,2003,0.212388069,South East
"Madera, CA (MSA)",2596,2003,0.126050012,South East
"Madison, WI (MSA)",26537,2003,0.528751893,South East
"Manchester-Nashua, NH (MSA)",17355,2003,0.376840231,South East
"Manhattan, KS (MSA)",2025,2003,0.076446827,South East
"Mankato-North Mankato, MN (MSA)",2874,2003,0.085067338,South East
"Mansfield, OH (MSA)",3693,2003,0.125420275,South East
"McAllen-Edinburg-Mission, TX (MSA)",9350,2003,0.587459161,South East
"Medford, OR (MSA)",5291,2003,0.177074967,South East
"Memphis, TN-MS-AR (MSA)",52718,2003,1.178371854,South East
"Merced, CA (MSA)",4766,2003,0.220883348,South East
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",201684,2003,4.971259551,South East
"Michigan City-La Porte, IN (MSA)",2889,2003,0.101421801,South East
"Midland, MI (MSA)",2919,2003,0.078282557,South East
"Midland, TX (MSA)",5523,2003,0.090237726,South East
"Milwaukee-Waukesha-West Allis, WI (MSA)",67538,2003,1.441364151,South East
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",158247,2003,2.964592817,South East
"Missoula, MT (MSA)",3509,2003,0.093833565,South East
"Mobile, AL (MSA)",11251,2003,0.369563789,South East
"Modesto, CA (MSA)",12452,2003,0.46096324,South East
"Monroe, LA (MSA)",5080,2003,0.162664105,South East
"Monroe, MI (MSA)",3833,2003,0.143989482,South East
"Montgomery, AL (MSA)",11774,2003,0.329637718,South East
"Morgantown, WV (MSA)",3620,2003,0.107008779,South East
"Morristown, TN (MSA)",2871,2003,0.101323452,South East
"Mount Vernon-Anacortes, WA (MSA)",3901,2003,0.092827908,South East
"Muncie, IN (MSA)",3293,2003,0.114690722,South East
"Muskegon, MI (MSA)",4280,2003,0.16086597,South East
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",10212,2003,0.275055889,South East
"Napa, CA (MSA)",5749,2003,0.122883892,South East
"Naples-Immokalee-Marco Island, FL (MSA)",10906,2003,0.266383332,South East
"Nashville-Davidson--Murfreesboro--Franklin, TN (MSA)",62075,2003,1.384922583,South East
"New Bern, NC (MSA)",3306,2003,0.107160222,South East
"New Haven-Milford, CT (MSA)",31599,2003,0.794443746,South East
"New Orleans-Metairie, LA (MSA)",57914,2003,1.161020007,South East
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",965787,2003,18.15593864,South East
"Niles-Benton Harbor, MI (MSA)",4712,2003,0.152373561,South East
"North Port-Sarasota-Bradenton, FL (MSA)",19152,2003,0.595041322,South East
"Norwich-New London, CT (MSA)",10827,2003,0.249217383,South East
"Ocala, FL (MSA)",5498,2003,0.262898675,South East
"Ocean City, NJ (MSA)",3424,2003,0.095082058,South East
"Odessa, TX (MSA)",3215,2003,0.106693658,South East
"Ogden-Clearfield, UT (MSA)",13787,2003,0.477223953,South East
"Oklahoma City, OK (MSA)",40578,2003,1.018907721,South East
"Olympia-Tumwater, WA (MSA)",6421,2003,0.204718635,South East
"Omaha-Council Bluffs, NE-IA (MSA)",35467,2003,0.743823665,South East
"Orlando-Kissimmee-Sanford, FL (MSA)",75316,2003,1.708233159,South East
"Oshkosh-Neenah, WI (MSA)",6343,2003,0.153216261,South East
"Owensboro, KY (MSA)",3460,2003,0.102104052,South East
"Oxnard-Thousand Oaks-Ventura, CA (MSA)",27846,2003,0.746081505,South East
"Palm Bay-Melbourne-Titusville, FL (MSA)",13712,2003,0.482443178,South East
"Panama City, FL (MSA)",5026,2003,0.158578911,South East
"Parkersburg-Vienna, WV (MSA)",2619,2003,0.08708519,South East
"Pensacola-Ferry Pass-Brent, FL (MSA)",10704,2003,0.396429762,South East
"Peoria, IL (MSA)",12251,2003,0.344448506,South East
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",267686,2003,5.433704125,South East
"Phoenix-Mesa-Scottsdale, AZ (MSA)",142985,2003,3.364827976,South East
"Pine Bluff, AR (MSA)",2581,2003,0.099067286,South East
"Pittsburgh, PA (MSA)",91013,2003,2.225419957,South East
"Pittsfield, MA (MSA)",4813,2003,0.125198346,South East
"Pocatello, ID (MSA)",1833,2003,0.073390455,South East
"Portland-South Portland, ME (MSA)",20204,2003,0.473871845,South East
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",83299,2003,1.969290054,South East
"Port St. Lucie, FL (MSA)",7965,2003,0.32841298,South East
"Prescott, AZ (MSA)",3312,2003,0.165873692,South East
"Providence-Warwick, RI-MA (MSA)",55126,2003,1.522649431,South East
"Provo-Orem, UT (MSA)",9716,2003,0.389091346,South East
"Pueblo, CO (MSA)",3251,2003,0.134795588,South East
"Punta Gorda, FL (MSA)",2688,2003,0.142282448,South East
"Racine, WI (MSA)",5902,2003,0.181538556,South East
"Raleigh, NC (MSA)",37187,2003,0.837450738,South East
"Rapid City, SD (MSA)",4053,2003,0.115519453,South East
"Reading, PA (MSA)",11762,2003,0.358608494,South East
"Redding, CA (MSA)",4662,2003,0.160975104,South East
"Reno, NV (MSA)",15576,2003,0.351491628,South East
"Richmond, VA (MSA)",48721,2003,1.030848655,South East
"Riverside-San Bernardino-Ontario, CA (MSA)",87217,2003,3.378277879,South East
"Roanoke, VA (MSA)",10403,2003,0.274586919,South East
"Rochester, MN (MSA)",7710,2003,0.187017901,South East
"Rochester, NY (MSA)",37987,2003,1.018090695,South East
"Rockford, IL (MSA)",10397,2003,0.313739099,South East
"Rocky Mount, NC (MSA)",5053,2003,0.13895611,South East
"Rome, GA (MSA)",2811,2003,0.088538222,South East
"Sacramento--Roseville--Arden-Arcade, CA (MSA)",75791,2003,1.852718295,South East
"Saginaw, MI (MSA)",6710,2003,0.201108947,South East
"St. Cloud, MN (MSA)",6037,2003,0.163560011,South East
"St. George, UT (MSA)",2312,2003,0.097441733,South East
"St. Joseph, MO-KS (MSA)",3242,2003,0.117196255,South East
"St. Louis, MO-IL (MSA)",108457,2003,2.540512052,South East
"Salem, OR (MSA)",9992,2003,0.340095303,South East
"Salinas, CA (MSA)",15235,2003,0.384101452,South East
"Salisbury, MD-DE (MSA)",9526,2003,0.31313895,South East
"Salt Lake City, UT (MSA)",43361,2003,0.911711522,South East
"San Angelo, TX (MSA)",2928,2003,0.096499901,South East
"San Antonio-New Braunfels, TX (MSA)",56627,2003,1.68007714,South East
"San Diego-Carlsbad, CA (MSA)",131024,2003,2.751564534,South East
"San Francisco-Oakland-Hayward, CA (MSA)",248233,2003,3.876762818,South East
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",111326,2003,1.710549768,South East
"San Luis Obispo-Paso Robles-Arroyo Grande, CA (MSA)",8578,2003,0.235659341,South East
"Santa Cruz-Watsonville, CA (MSA)",8868,2003,0.238451197,South East
"Santa Fe, NM (MSA)",5288,2003,0.124268559,South East
"Santa Maria-Santa Barbara, CA (MSA)",15366,2003,0.380789532,South East
"Santa Rosa, CA (MSA)",17206,2003,0.441655116,South East
"Savannah, GA (MSA)",9662,2003,0.284143042,South East
"Scranton--Wilkes-Barre--Hazleton, PA (MSA)",15679,2003,0.523698186,South East
"Seattle-Tacoma-Bellevue, WA (MSA)",166557,2003,2.978167579,South East
"Sebastian-Vero Beach, FL (MSA)",3238,2003,0.112794789,South East
"Sebring, FL (MSA)",1457,2003,0.085504695,South East
"Sheboygan, WI (MSA)",4329,2003,0.106460419,South East
"Sherman-Denison, TX (MSA)",2558,2003,0.109241544,South East
"Shreveport-Bossier City, LA (MSA)",15169,2003,0.353738165,South East
"Sierra Vista-Douglas, AZ (MSA)",2634,2003,0.110928617,South East
"Sioux City, IA-NE-SD (MSA)",5789,2003,0.158039858,South East
"Sioux Falls, SD (MSA)",11645,2003,0.189389627,South East
"South Bend-Mishawaka, IN-MI (MSA)",10246,2003,0.300161125,South East
"Spartanburg, SC (MSA)",9356,2003,0.278237078,South East
"Spokane-Spokane Valley, WA (MSA)",14211,2003,0.451860095,South East
"Springfield, IL (MSA)",8247,2003,0.190558713,South East
"Springfield, MA (MSA)",17170,2003,0.576232507,South East
"Springfield, MO (MSA)",11480,2003,0.366024742,South East
"Springfield, OH (MSA)",3231,2003,0.13592764,South East
"State College, PA (MSA)",4271,2003,0.13396694,South East
"Staunton-Waynesboro, VA (MSA)",3479,2003,0.105593833,South East
"Stockton-Lodi, CA (MSA)",15987,2003,0.586915819,South East
"Sumter, SC (MSA)",2550,2003,0.098288622,South East
"Syracuse, NY (MSA)",21351,2003,0.617187952,South East
"Tallahassee, FL (MSA)",10469,2003,0.312302369,South East
"Tampa-St. Petersburg-Clearwater, FL (MSA)",89070,2003,2.387359618,South East
"Terre Haute, IN (MSA)",4632,2003,0.160961879,South East
"Texarkana, TX-AR (MSA)",3664,2003,0.134527831,South East
"The Villages, FL (MSA)",830,2003,0.056728863,South East
"Toledo, OH (MSA)",22788,2003,0.586382585,South East
"Topeka, KS (MSA)",7477,2003,0.211933107,South East
"Trenton, NJ (MSA)",19284,2003,0.336538629,South East
"Tucson, AZ (MSA)",24564,2003,0.832452216,South East
"Tulsa, OK (MSA)",31917,2003,0.7901421,South East
"Tuscaloosa, AL (MSA)",6104,2003,0.190375199,South East
"Tyler, TX (MSA)",5967,2003,0.164693219,South East
"Urban Honolulu, HI (MSA)",36206,2003,0.830508086,South East
"Utica-Rome, NY (MSA)",7058,2003,0.27886211,South East
"Valdosta, GA (MSA)",3205,2003,0.11362025,South East
"Vallejo-Fairfield, CA (MSA)",10728,2003,0.369943791,South East
"Victoria, TX (MSA)",2574,2003,0.08102238,South East
"Vineland-Bridgeton, NJ (MSA)",3921,2003,0.139057347,South East
"Virginia Beach-Norfolk-Newport News, VA-NC (MSA)",59577,2003,1.50412785,South East
"Visalia-Porterville, CA (MSA)",8286,2003,0.370009824,South East
"Waco, TX (MSA)",6184,2003,0.222526089,South East
"Walla Walla, WA (MSA)",1691,2003,0.056756394,South East
"Warner Robins, GA (MSA)",4583,2003,0.143290395,South East
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",297956,2003,4.823167573,South East
"Waterloo-Cedar Falls, IA (MSA)",5616,2003,0.155090994,South East
"Watertown-Fort Drum, NY (MSA)",3060,2003,0.100495911,South East
"Wausau, WI (MSA)",4694,2003,0.120005113,South East
"Weirton-Steubenville, WV-OH (MSA)",3047,2003,0.113010904,South East
"Wenatchee, WA (MSA)",2798,2003,0.094367622,South East
"Wheeling, WV-OH (MSA)",3852,2003,0.135988138,South East
"Wichita, KS (MSA)",21185,2003,0.549702898,South East
"Wichita Falls, TX (MSA)",4426,2003,0.129581918,South East
"Williamsport, PA (MSA)",3009,2003,0.110710475,South East
"Wilmington, NC (MSA)",7357,2003,0.202059874,South East
"Winchester, VA-WV (MSA)",3774,2003,0.105678763,South East
"Winston-Salem, NC (MSA)",22733,2003,0.562377854,South East
"Worcester, MA-CT (MSA)",26908,2003,0.840927558,South East
"Yakima, WA (MSA)",5603,2003,0.212896117,South East
"York-Hanover, PA (MSA)",11523,2003,0.371111111,South East
"Youngstown-Warren-Boardman, OH-PA (MSA)",15535,2003,0.548319921,South East
"Yuba City, CA (MSA)",3592,2003,0.136153438,South East
"Yuma, AZ (MSA)",3616,2003,0.157580512,South East
United States Metropolitan Portion,10656869,2004,238.8093894,South East
"Abilene, TX (MSA)",4258,2004,0.150151633,South East
"Akron, OH (MSA)",24216,2004,0.677598075,South East
"Albany, GA (MSA)",4536,2004,0.153393527,South East
"Albany, OR (MSA)",2803,2004,0.103984271,South East
"Albany-Schenectady-Troy, NY (MSA)",33003,2004,0.820154076,South East
"Albuquerque, NM (MSA)",32232,2004,0.776618558,South East
"Alexandria, LA (MSA)",3973,2004,0.141781457,South East
"Allentown-Bethlehem-Easton, PA-NJ (MSA)",24620,2004,0.750678416,South East
"Altoona, PA (MSA)",3492,2004,0.123079092,South East
"Amarillo, TX (MSA)",7473,2004,0.22548428,South East
"Ames, IA (MSA)",3038,2004,0.080453378,South East
"Anchorage, AK (MSA)",19135,2004,0.312596997,South East
"Ann Arbor, MI (MSA)",16778,2004,0.332362671,South East
"Anniston-Oxford-Jacksonville, AL (MSA)",3062,2004,0.109855416,South East
"Appleton, WI (MSA)",8373,2004,0.207088445,South East
"Asheville, NC (MSA)",11280,2004,0.37949132,South East
"Athens-Clarke County, GA (MSA)",5201,2004,0.173251166,South East
"Atlanta-Sandy Springs-Roswell, GA (MSA)",229855,2004,4.532913939,South East
"Atlantic City-Hammonton, NJ (MSA)",12095,2004,0.257663876,South East
"Auburn-Opelika, AL (MSA)",2792,2004,0.118035005,South East
"Augusta-Richmond County, GA-SC (MSA)",16086,2004,0.508616056,South East
"Austin-Round Rock, TX (MSA)",60338,2004,1.373722196,South East
"Bakersfield, CA (MSA)",21435,2004,0.684212206,South East
"Baltimore-Columbia-Towson, MD (MSA)",114654,2004,2.544530504,South East
"Bangor, ME (MSA)",4735,2004,0.143999757,South East
"Barnstable Town, MA (MSA)",7895,2004,0.216604022,South East
"Baton Rouge, LA (MSA)",30676,2004,0.663910832,South East
"Battle Creek, MI (MSA)",4493,2004,0.137893994,South East
"Bay City, MI (MSA)",2597,2004,0.10721658,South East
"Beaumont-Port Arthur, TX (MSA)",13552,2004,0.363538816,South East
"Beckley, WV (MSA)",2997,2004,0.117663225,South East
"Bellingham, WA (MSA)",6040,2004,0.168917974,South East
"Bend-Redmond, OR (MSA)",4995,2004,0.129561902,South East
"Billings, MT (MSA)",5585,2004,0.135387375,South East
"Binghamton, NY (MSA)",6467,2004,0.248024852,South East
"Birmingham-Hoover, AL (MSA)",45807,2004,1.029509597,South East
"Bismarck, ND (MSA)",3811,2004,0.099908245,South East
"Blacksburg-Christiansburg-Radford, VA (MSA)",4445,2004,0.166062689,South East
"Bloomington, IL (MSA)",8027,2004,0.170598487,South East
"Bloomington, IN (MSA)",4408,2004,0.144000523,South East
"Bloomsburg-Berwick, PA (MSA)",2553,2004,0.080998763,South East
"Boise City, ID (MSA)",20930,2004,0.521308127,South East
"Boston-Cambridge-Newton, MA-NH (MSA)",252814,2004,4.29985033,South East
"Boulder, CO (MSA)",14652,2004,0.273992071,South East
"Bowling Green, KY (MSA)",4021,2004,0.139802517,South East
"Bremerton-Silverdale, WA (MSA)",7226,2004,0.231847788,South East
"Bridgeport-Stamford-Norwalk, CT (MSA)",69793,2004,0.870486549,South East
"Brownsville-Harlingen, TX (MSA)",5893,2004,0.355857488,South East
"Brunswick, GA (MSA)",2857,2004,0.096641072,South East
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",37289,2004,1.122317532,South East
"Burlington, NC (MSA)",4048,2004,0.133518042,South East
"Burlington-South Burlington, VT (MSA)",8878,2004,0.202255382,South East
"California-Lexington Park, MD (MSA)",3453,2004,0.091320216,South East
"Canton-Massillon, OH (MSA)",11984,2004,0.391212092,South East
"Cape Coral-Fort Myers, FL (MSA)",17971,2004,0.503107503,South East
"Cape Girardeau, MO-IL (MSA)",2738,2004,0.090605248,South East
"Carbondale-Marion, IL (MSA)",3191,2004,0.118356144,South East
"Carson City, NV (MSA)",2394,2004,0.054079696,South East
"Casper, WY (MSA)",4097,2004,0.057992555,South East
"Cedar Rapids, IA (MSA)",11002,2004,0.241314266,South East
"Chambersburg-Waynesboro, PA (MSA)",3275,2004,0.132521345,South East
"Champaign-Urbana, IL (MSA)",7156,2004,0.213554567,South East
"Charleston, WV (MSA)",9867,2004,0.217468924,South East
"Charleston-North Charleston, SC (MSA)",21055,2004,0.565918559,South East
"Charlotte-Concord-Gastonia, NC-SC (MSA)",96838,2004,1.834087767,South East
"Charlottesville, VA (MSA)",7392,2004,0.193690389,South East
"Chattanooga, TN-GA (MSA)",17631,2004,0.480434901,South East
"Cheyenne, WY (MSA)",3401,2004,0.079925738,South East
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",449687,2004,8.939033117,South East
"Chico, CA (MSA)",5179,2004,0.206878645,South East
"Cincinnati, OH-KY-IN (MSA)",86660,2004,1.97497664,South East
"Clarksville, TN-KY (MSA)",6896,2004,0.219883936,South East
"Cleveland, TN (MSA)",3093,2004,0.10587752,South East
"Cleveland-Elyria, OH (MSA)",95435,2004,2.054663279,South East
"Coeur d'Alene, ID (MSA)",3226,2004,0.116943377,South East
"College Station-Bryan, TX (MSA)",4797,2004,0.190637046,South East
"Colorado Springs, CO (MSA)",20314,2004,0.55743373,South East
"Columbia, MO (MSA)",5117,2004,0.140441883,South East
"Columbia, SC (MSA)",25686,2004,0.667203491,South East
"Columbus, GA-AL (MSA)",9175,2004,0.274117893,South East
"Columbus, IN (MSA)",3299,2004,0.071263474,South East
"Columbus, OH (MSA)",80562,2004,1.721925362,South East
"Corpus Christi, TX (MSA)",13558,2004,0.37673669,South East
"Corvallis, OR (MSA)",3810,2004,0.081981323,South East
"Crestview-Fort Walton Beach-Destin, FL (MSA)",9559,2004,0.220976467,South East
"Cumberland, MD-WV (MSA)",2080,2004,0.097900781,South East
"Dallas-Fort Worth-Arlington, TX (MSA)",291760,2004,5.422040513,South East
"Dalton, GA (MSA)",5556,2004,0.128861675,South East
"Danville, IL (MSA)",2145,2004,0.080934234,South East
"Daphne-Fairhope-Foley, AL (MSA)",3955,2004,0.150862069,South East
"Davenport-Moline-Rock Island, IA-IL (MSA)",14133,2004,0.360342674,South East
"Dayton, OH (MSA)",30582,2004,0.785523477,South East
"Decatur, AL (MSA)",4154,2004,0.14243588,South East
"Decatur, IL (MSA)",4551,2004,0.10918382,South East
"Deltona-Daytona Beach-Ormond Beach, FL (MSA)",11694,2004,0.528065026,South East
"Denver-Aurora-Lakewood, CO (MSA)",123193,2004,2.215542047,South East
"Des Moines-West Des Moines, IA (MSA)",30867,2004,0.496038697,South East
"Detroit-Warren-Dearborn, MI (MSA)",195148,2004,4.347829962,South East
"Dothan, AL (MSA)",3973,2004,0.131796318,South East
"Dover, DE (MSA)",4998,2004,0.134604508,South East
"Dubuque, IA (MSA)",3604,2004,0.088007619,South East
"Duluth, MN-WI (MSA)",8440,2004,0.265600906,South East
"Durham-Chapel Hill, NC (MSA)",24448,2004,0.442297603,South East
"East Stroudsburg, PA (MSA)",3876,2004,0.152748768,South East
"Eau Claire, WI (MSA)",5030,2004,0.150279346,South East
"El Centro, CA (MSA)",3507,2004,0.151995839,South East
"Elizabethtown-Fort Knox, KY (MSA)",4055,2004,0.13375334,South East
"Elkhart-Goshen, IN (MSA)",9331,2004,0.189400398,South East
"Elmira, NY (MSA)",2259,2004,0.086824506,South East
"El Paso, TX (MSA)",20625,2004,0.692207008,South East
"Erie, PA (MSA)",7999,2004,0.267650405,South East
"Eugene, OR (MSA)",9952,2004,0.324528794,South East
"Evansville, IN-KY (MSA)",12589,2004,0.288745155,South East
"Fairbanks, AK (MSA)",3919,2004,0.083653518,South East
"Fargo, ND-MN (MSA)",8141,2004,0.181674143,South East
"Farmington, NM (MSA)",4371,2004,0.104158227,South East
"Fayetteville, NC (MSA)",11600,2004,0.329414437,South East
"Fayetteville-Springdale-Rogers, AR-MO (MSA)",14433,2004,0.382503379,South East
"Flagstaff, AZ (MSA)",3571,2004,0.120670429,South East
"Flint, MI (MSA)",12363,2004,0.43873097,South East
"Florence, SC (MSA)",6153,2004,0.191265154,South East
"Florence-Muscle Shoals, AL (MSA)",3191,2004,0.137798506,South East
"Fond du Lac, WI (MSA)",3201,2004,0.096302536,South East
"Fort Collins, CO (MSA)",9332,2004,0.26341491,South East
"Fort Smith, AR-OK (MSA)",7856,2004,0.254280628,South East
"Fort Wayne, IN (MSA)",15185,2004,0.391487058,South East
"Fresno, CA (MSA)",24965,2004,0.842928048,South East
"Gadsden, AL (MSA)",2225,2004,0.099955076,South East
"Gainesville, FL (MSA)",8018,2004,0.236233464,South East
"Gainesville, GA (MSA)",5416,2004,0.153184749,South East
"Gettysburg, PA (MSA)",2131,2004,0.094292035,South East
"Glens Falls, NY (MSA)",3227,2004,0.122708951,South East
"Goldsboro, NC (MSA)",3276,2004,0.113419194,South East
"Grand Forks, ND-MN (MSA)",3064,2004,0.095072608,South East
"Grand Island, NE (MSA)",2478,2004,0.07732393,South East
"Grand Junction, CO (MSA)",3453,2004,0.121563105,South East
"Grand Rapids-Wyoming, MI (MSA)",38264,2004,0.940286037,South East
"Grants Pass, OR (MSA)",1565,2004,0.077563562,South East
"Great Falls, MT (MSA)",2348,2004,0.076669388,South East
"Greeley, CO (MSA)",5711,2004,0.207438887,South East
"Green Bay, WI (MSA)",12834,2004,0.286383719,South East
"Greensboro-High Point, NC (MSA)",28327,2004,0.650866229,South East
"Greenville, NC (MSA)",4416,2004,0.140333037,South East
"Greenville-Anderson-Mauldin, SC (MSA)",25361,2004,0.731391492,South East
"Gulfport-Biloxi-Pascagoula, MS (MSA)",11540,2004,0.358429619,South East
